nome,wiki,urls,wiki_visual,wiki_avg
Kylian Mbappé,https://en.wikipedia.org/wiki/Kylian_Mbappé,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Kylian_Mbappé,6854994,19364
Neymar,https://en.wikipedia.org/wiki/Neymar,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Neymar,6094579,17216
Lionel Messi,https://en.wikipedia.org/wiki/Lionel_Messi,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Lionel_Messi,11563642,32666
Mohamed Salah,https://en.wikipedia.org/wiki/Mohamed_Salah,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Mohamed_Salah,6538061,18469
Harry Kane,https://en.wikipedia.org/wiki/Harry_Kane,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Harry_Kane,5013018,14161
Antoine Griezmann,https://en.wikipedia.org/wiki/Antoine_Griezmann,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Antoine_Griezmann,3221342,9100
Kevin De Bruyne,https://en.wikipedia.org/wiki/Kevin_De_Bruyne,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Kevin_De_Bruyne,1644090,4644
Philippe Coutinho,https://en.wikipedia.org/wiki/Philippe_Coutinho,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Philippe_Coutinho,2619788,7401
Eden Hazard,https://en.wikipedia.org/wiki/Eden_Hazard,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Eden_Hazard,3049334,8614
Paulo Dybala,https://en.wikipedia.org/wiki/Paulo_Dybala,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Paulo_Dybala,1678324,4741
Dele Alli,https://en.wikipedia.org/wiki/Dele_Alli,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Dele_Alli,2151683,6078
Romelu Lukaku,https://en.wikipedia.org/wiki/Romelu_Lukaku,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Romelu_Lukaku,3158916,8923
Cristiano Ronaldo,https://en.wikipedia.org/wiki/Cristiano_Ronaldo,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Cristiano_Ronaldo,17665708,49903
Mauro Icardi,https://en.wikipedia.org/wiki/Mauro_Icardi,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Mauro_Icardi,1254845,3545
Marco Asensio,https://en.wikipedia.org/wiki/Marco_Asensio,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Marco_Asensio,909318,2569
Sergej Milinkovic-Savic,https://en.wikipedia.org/wiki/Sergej_Milinkovi%C4%87-Savi%C4%87,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Sergej_Milinkovi%C4%87-Savi%C4%87,1354,4
Leroy Sané,https://en.wikipedia.org/wiki/Leroy_Sané,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Leroy_Sané,1327453,3750
Saúl Níguez,https://en.wikipedia.org/wiki/Saúl_Ñíguez,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Saúl_Ñíguez,256116,723
Raheem Sterling,https://en.wikipedia.org/wiki/Raheem_Sterling,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Raheem_Sterling,1802004,5090
Paul Pogba,https://en.wikipedia.org/wiki/Paul_Pogba,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Paul_Pogba,3260924,9212
Isco,https://en.wikipedia.org/wiki/Isco,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Isco,861079,2432
Gareth Bale,https://en.wikipedia.org/wiki/Gareth_Bale,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Gareth_Bale,2500865,7065
Gabriel Jesus,https://en.wikipedia.org/wiki/Gabriel_Jesus,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Gabriel_Jesus,973297,2749
Ousmane Dembélé,https://en.wikipedia.org/wiki/Ousmane_Dembélé,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Ousmane_Dembélé,1613331,4557
N'Golo Kanté,https://en.wikipedia.org/wiki/N%27Golo_Kanté,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=N%27Golo_Kanté,1684661,4759
Raphaël Varane,https://en.wikipedia.org/wiki/Raphaël_Varane,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Raphaël_Varane,962325,2718
Roberto Firmino,https://en.wikipedia.org/wiki/Roberto_Firmino,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Roberto_Firmino,1437252,4060
Jan Oblak,https://en.wikipedia.org/wiki/Jan_Oblak,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Jan_Oblak,487695,1378
James Rodríguez,https://en.wikipedia.org/wiki/James_Rodríguez,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=James_Rodríguez,1981170,5597
Marc-André ter Stegen,https://en.wikipedia.org/wiki/Marc-André_ter_Stegen,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Marc-André_ter_Stegen,585052,1653
Christian Eriksen,https://en.wikipedia.org/wiki/Christian_Eriksen,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Christian_Eriksen,643342,1817
Sergio Busquets,https://en.wikipedia.org/wiki/Sergio_Busquets,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Sergio_Busquets,587718,1660
Robert Lewandowski,https://en.wikipedia.org/wiki/Robert_Lewandowski,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Robert_Lewandowski,1466554,4143
Toni Kroos,https://en.wikipedia.org/wiki/Toni_Kroos,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Toni_Kroos,1216986,3438
Sergio Agüero,https://en.wikipedia.org/wiki/Sergio_Agüero,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Sergio_Agüero,1732784,4895
Pierre-Emerick Aubameyang,https://en.wikipedia.org/wiki/Pierre-Emerick_Aubameyang,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Pierre-Emerick_Aubameyang,2342493,6617
Thomas Lemar,https://en.wikipedia.org/wiki/Thomas_Lemar,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Thomas_Lemar,669227,1890
Sadio Mané,https://en.wikipedia.org/wiki/Sadio_Mané,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Sadio_Mané,1472483,4160
Samuel Umtiti,https://en.wikipedia.org/wiki/Samuel_Umtiti,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Samuel_Umtiti,942965,2664
Marco Verratti,https://en.wikipedia.org/wiki/Marco_Verratti,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Marco_Verratti,345301,975
Koke,"https://en.wikipedia.org/wiki/Koke_(footballer,_born_1992)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Koke_(footballer,_born_1992)",258587,730
Jordi Alba,https://en.wikipedia.org/wiki/Jordi_Alba,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Jordi_Alba,397364,1122
David de Gea,https://en.wikipedia.org/wiki/David_de_Gea,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=David_de_Gea,1227163,3467
Marcelo,"https://en.wikipedia.org/wiki/Marcelo_(footballer,_born_1988)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Marcelo_(footballer,_born_1988)",1163038,3285
Luis Suárez,https://en.wikipedia.org/wiki/Luis_Suárez,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Luis_Suárez,2337536,6603
Miralem Pjanic,https://en.wikipedia.org/wiki/Miralem_Pjanic,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Miralem_Pjani%C4%87,1577,4
Ivan Rakitic,https://en.wikipedia.org/wiki/Ivan_Rakitic,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&range=latest-20&pages=Ivan_Rakiti%C4%87,6948,20
Casemiro,https://en.wikipedia.org/wiki/Casemiro,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Casemiro,517856,1463
Naby Keïta,https://en.wikipedia.org/wiki/Naby_Keïta,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Naby_Keïta,1029647,2909
Marcus Rashford,https://en.wikipedia.org/wiki/Marcus_Rashford,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Marcus_Rashford,1423015,4020
Nabil Fekir,https://en.wikipedia.org/wiki/Nabil_Fekir,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Nabil_Fekir,1109417,3134
Lorenzo Insigne,https://en.wikipedia.org/wiki/Lorenzo_Insigne,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Lorenzo_Insigne,384655,1087
Thibaut Courtois,https://en.wikipedia.org/wiki/Thibaut_Courtois,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Thibaut_Courtois,1649433,4659
Alexandre Lacazette,https://en.wikipedia.org/wiki/Alexandre_Lacazette,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Alexandre_Lacazette,832819,2353
Bernardo Silva,https://en.wikipedia.org/wiki/Bernardo_Silva,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Bernardo_Silva,542196,1532
Ederson,https://en.wikipedia.org/wiki/Ederson_Moraes,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Ederson_Moraes,634993,1794
Anthony Martial,https://en.wikipedia.org/wiki/Anthony_Martial,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Anthony_Martial,935591,2643
Riyad Mahrez,https://en.wikipedia.org/wiki/Riyad_Mahrez,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Riyad_Mahrez,1028086,2904
Timo Werner,https://en.wikipedia.org/wiki/Timo_Werner,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Timo_Werner,662686,1872
Virgil van Dijk,https://en.wikipedia.org/wiki/Virgil_van_Dijk,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Virgil_van_Dijk,1130768,3194
Daniel Carvajal,https://en.wikipedia.org/wiki/Dani_Carvajal,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Dani_Carvajal,350893,991
Álvaro Morata,https://en.wikipedia.org/wiki/Álvaro_Morata,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Álvaro_Morata,936800,2646
Alisson,"https://en.wikipedia.org/wiki/Alisson_(footballer,_born_1992)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Alisson_(footballer,_born_1992)",1133248,3201
Jorginho,"https://en.wikipedia.org/wiki/Jorginho_(footballer,_born_1991)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Jorginho_(footballer,_born_1991)",984075,2780
Kalidou Koulibaly,https://en.wikipedia.org/wiki/Kalidou_Koulibaly,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Kalidou_Koulibaly,329865,932
Thiago,https://en.wikipedia.org/wiki/Thiago_Alcântara,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Thiago_Alcântara,601070,1698
Edinson Cavani,https://en.wikipedia.org/wiki/Edinson_Cavani,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Edinson_Cavani,1671523,4722
Diego Costa,https://en.wikipedia.org/wiki/Diego_Costa,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Diego_Costa,1637902,4627
Kai Havertz,https://en.wikipedia.org/wiki/Kai_Havertz,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Kai_Havertz,113608,321
John Stones,https://en.wikipedia.org/wiki/John_Stones,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=John_Stones,706979,1997
Marquinhos,https://en.wikipedia.org/wiki/Marquinhos,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Marquinhos,250896,709
Joshua Kimmich,https://en.wikipedia.org/wiki/Joshua_Kimmich,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Joshua_Kimmich,433044,1223
Sergi Roberto,https://en.wikipedia.org/wiki/Sergi_Roberto,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Sergi_Roberto,316079,893
Douglas Costa,https://en.wikipedia.org/wiki/Douglas_Costa,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Douglas_Costa,635320,1795
Alexis Sánchez,https://en.wikipedia.org/wiki/Alexis_Sánchez,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Alexis_Sánchez,2341556,6615
Mats Hummels,https://en.wikipedia.org/wiki/Mats_Hummels,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Mats_Hummels,418622,1183
Gonzalo Higuaín,https://en.wikipedia.org/wiki/Gonzalo_Higuaín,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Gonzalo_Higuaín,1503809,4248
Arthur,https://en.wikipedia.org/wiki/Arthur_Melo,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Arthur_Melo,895463,2530
Federico Chiesa,https://en.wikipedia.org/wiki/Federico_Chiesa,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Federico_Chiesa,213355,603
Matthijs de Ligt,https://en.wikipedia.org/wiki/Matthijs_de_Ligt,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Matthijs_de_Ligt,340755,963
Lucas Hernández,https://en.wikipedia.org/wiki/Lucas_Hernández,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Lucas_Hernández,942317,2662
José Giménez,https://en.wikipedia.org/wiki/José_Giménez,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=José_Giménez,237058,670
Kingsley Coman,https://en.wikipedia.org/wiki/Kingsley_Coman,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Kingsley_Coman,376982,1065
Milan Skriniar,https://en.wikipedia.org/wiki/Milan_Škriniar,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Milan_Škriniar,222307,628
Kepa,https://en.wikipedia.org/wiki/Kepa_Arrizabalaga,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Kepa_Arrizabalaga,953477,2693
Fred,"https://en.wikipedia.org/wiki/Fred_(footballer,_born_1993)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Fred_(footballer,_born_1993)",1217304,3439
Florian Thauvin,https://en.wikipedia.org/wiki/Florian_Thauvin,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Florian_Thauvin,430414,1216
Adrien Rabiot,https://en.wikipedia.org/wiki/Adrien_Rabiot,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Adrien_Rabiot,449093,1269
Aymeric Laporte,https://en.wikipedia.org/wiki/Aymeric_Laporte,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Aymeric_Laporte,675243,1907
Niklas Süle,https://en.wikipedia.org/wiki/Niklas_Süle,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Niklas_Süle,266506,753
Rodrigo,"https://en.wikipedia.org/wiki/Rodrigo_(footballer,_born_1991)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Rodrigo_(footballer,_born_1991)",3690,10
Ciro Immobile,https://en.wikipedia.org/wiki/Ciro_Immobile,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Ciro_Immobile,517767,1463
Kyle Walker,https://en.wikipedia.org/wiki/Kyle_Walker,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Kyle_Walker,800755,2262
Heung-min Son,https://en.wikipedia.org/wiki/Son_Heung-min,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Son_Heung-min,1193939,3373
David Alaba,https://en.wikipedia.org/wiki/David_Alaba,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=David_Alaba,382372,1080
Thomas Müller,https://en.wikipedia.org/wiki/Thomas_Müller,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Thomas_Müller,1241818,3508
Willian,"https://en.wikipedia.org/wiki/Willian_(footballer,_born_1988)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Willian_(footballer,_born_1988)",761429,2151
Jadon Sancho,https://en.wikipedia.org/wiki/Jadon_Sancho,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Jadon_Sancho,1164904,3291
Leon Bailey,https://en.wikipedia.org/wiki/Leon_Bailey,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Leon_Bailey,522766,1477
Richarlison,https://en.wikipedia.org/wiki/Richarlison,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Richarlison,672912,1901
Malcom,https://en.wikipedia.org/wiki/Malcom_(footballer),https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Malcom_(footballer),839295,2371
Christian Pulisic,https://en.wikipedia.org/wiki/Christian_Pulisic,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Christian_Pulisic,1197314,3382
Fabinho,"https://en.wikipedia.org/wiki/Fabinho_(footballer,_born_1993)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Fabinho_(footballer,_born_1993)",974928,2754
Federico Bernardeschi,https://en.wikipedia.org/wiki/Federico_Bernardeschi,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Federico_Bernardeschi,263395,744
Corentin Tolisso,https://en.wikipedia.org/wiki/Corentin_Tolisso,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Corentin_Tolisso,514918,1455
Julian Brandt,https://en.wikipedia.org/wiki/Julian_Brandt,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Julian_Brandt,305841,864
Harry Maguire,https://en.wikipedia.org/wiki/Harry_Maguire,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Harry_Maguire,1749119,4941
Memphis Depay,https://en.wikipedia.org/wiki/Memphis_Depay,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Memphis_Depay,749536,2117
Benjamin Mendy,https://en.wikipedia.org/wiki/Benjamin_Mendy,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Benjamin_Mendy,613748,1734
Marcos Alonso,"https://en.wikipedia.org/wiki/Marcos_Alonso_(footballer,_born_1990)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Marcos_Alonso_(footballer,_born_1990)",149486,422
Alex Sandro,https://en.wikipedia.org/wiki/Alex_Sandro,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Alex_Sandro,303784,858
Aaron Ramsey,https://en.wikipedia.org/wiki/Aaron_Ramsey,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Aaron_Ramsey,589761,1666
Ángel Di María,https://en.wikipedia.org/wiki/Ángel_Di_María,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Ángel_Di_María,798463,2256
Ivan Perisic,https://en.wikipedia.org/wiki/Ivan_Perišic,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Ivan_Perišic,,
Mesut Özil,https://en.wikipedia.org/wiki/Mesut_Özil,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Mesut_Özil,2135737,6033
Gerard Piqué,https://en.wikipedia.org/wiki/Gerard_Piqué,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Gerard_Piqué,2154373,6086
Rodri,"https://en.wikipedia.org/wiki/Rodri_(footballer,_born_1996)","https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Rodri_(footballer,_born_1996)",189760,536
Benjamin Pavard,https://en.wikipedia.org/wiki/Benjamin_Pavard,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Benjamin_Pavard,1147253,3241
Davinson Sánchez,https://en.wikipedia.org/wiki/Dávinson_Sánchez,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Dávinson_Sánchez,137316,388
Frenkie de Jong,https://en.wikipedia.org/wiki/Frenkie_de_Jong,https://tools.wmflabs.org/pageviews/?project=en.wikipedia.org&platform=all-access&agent=user&start=2018-01-01&end=2018-12-20&pages=Frenkie_de_Jong,323739,915
