,season,goals,name
0,Season 14/15,5,Kelechi Iheanacho
1,Season 15/16,14,Kelechi Iheanacho
2,Season 16/17,7,Kelechi Iheanacho
3,Season 17/18,10,Kelechi Iheanacho
4,Season 18/19,2,Kelechi Iheanacho
0,Season 17/18,1,Kelvin Amian
0,Season 2012,9,Ken Sema
1,Season 2013,4,Ken Sema
2,Season 2014,10,Ken Sema
3,Season 2015,4,Ken Sema
4,Season 2016,4,Ken Sema
5,Season 16/17,5,Ken Sema
6,Season 17/18,1,Ken Sema
0,Season 10/11,14,Kenan Karaman
1,Season 11/12,8,Kenan Karaman
2,Season 12/13,17,Kenan Karaman
3,Season 13/14,7,Kenan Karaman
4,Season 14/15,2,Kenan Karaman
5,Season 15/16,4,Kenan Karaman
6,Season 16/17,6,Kenan Karaman
7,Season 17/18,2,Kenan Karaman
0,Season 2014,2,Kenedy
1,Season 15/16,2,Kenedy
2,Season 17/18,4,Kenedy
3,Season 18/19,1,Kenedy
0,Season 11/12,2,Kenneth Omeruo
1,Season 16/17,1,Kenneth Omeruo
2,Season 17/18,1,Kenneth Omeruo
0,Season 10/11,1,Kenneth Zohore
1,Season 11/12,6,Kenneth Zohore
2,Season 12/13,9,Kenneth Zohore
3,Season 13/14,12,Kenneth Zohore
4,Season 14/15,2,Kenneth Zohore
5,Season 15/16,11,Kenneth Zohore
6,Season 16/17,12,Kenneth Zohore
7,Season 17/18,9,Kenneth Zohore
0,Season 12/13,1,Kenny Lala
1,Season 15/16,1,Kenny Lala
2,Season 16/17,1,Kenny Lala
3,Season 17/18,3,Kenny Lala
4,Season 18/19,3,Kenny Lala
0,Season 12/13,1,Kenny Tete
1,Season 14/15,2,Kenny Tete
2,Season 16/17,4,Kenny Tete
3,Season 17/18,1,Kenny Tete
0,Season 09/10,7,Kerem Demirbay
1,Season 10/11,9,Kerem Demirbay
2,Season 11/12,7,Kerem Demirbay
3,Season 12/13,2,Kerem Demirbay
4,Season 13/14,3,Kerem Demirbay
5,Season 14/15,3,Kerem Demirbay
6,Season 15/16,11,Kerem Demirbay
7,Season 16/17,6,Kerem Demirbay
8,Season 17/18,2,Kerem Demirbay
9,Season 18/19,1,Kerem Demirbay
0,Season 15/16,3,Keven Schlotterbeck
1,Season 16/17,8,Keven Schlotterbeck
2,Season 17/18,3,Keven Schlotterbeck
0,Season 10/11,2,Kevin Akpoguma
1,Season 11/12,7,Kevin Akpoguma
2,Season 12/13,3,Kevin Akpoguma
3,Season 13/14,1,Kevin Akpoguma
4,Season 14/15,2,Kevin Akpoguma
5,Season 16/17,1,Kevin Akpoguma
0,Season 13/14,1,Kevin Bonifazi
1,Season 15/16,1,Kevin Bonifazi
2,Season 16/17,3,Kevin Bonifazi
3,Season 18/19,1,Kevin Bonifazi
0,Season 15/16,1,Kevin Danso
1,Season 16/17,6,Kevin Danso
2,Season 17/18,2,Kevin Danso
0,Season 09/10,3,Kevin De Bruyne
1,Season 10/11,6,Kevin De Bruyne
2,Season 11/12,8,Kevin De Bruyne
3,Season 12/13,10,Kevin De Bruyne
4,Season 13/14,3,Kevin De Bruyne
5,Season 14/15,16,Kevin De Bruyne
6,Season 15/16,18,Kevin De Bruyne
7,Season 16/17,7,Kevin De Bruyne
8,Season 17/18,12,Kevin De Bruyne
0,Season 14/15,1,Kevin Diks
1,Season 15/16,2,Kevin Diks
2,Season 16/17,2,Kevin Diks
0,Season 07/08,3,Kevin Kampl
1,Season 08/09,4,Kevin Kampl
2,Season 09/10,1,Kevin Kampl
3,Season 10/11,4,Kevin Kampl
4,Season 11/12,2,Kevin Kampl
5,Season 12/13,7,Kevin Kampl
6,Season 13/14,14,Kevin Kampl
7,Season 14/15,11,Kevin Kampl
8,Season 15/16,4,Kevin Kampl
9,Season 16/17,2,Kevin Kampl
10,Season 17/18,1,Kevin Kampl
11,Season 18/19,2,Kevin Kampl
0,Season 14/15,5,Kevin Lasagna
1,Season 15/16,5,Kevin Lasagna
2,Season 16/17,14,Kevin Lasagna
3,Season 17/18,14,Kevin Lasagna
4,Season 18/19,3,Kevin Lasagna
0,Season 2009,1,Kevin Long
1,Season 11/12,4,Kevin Long
2,Season 13/14,1,Kevin Long
3,Season 15/16,2,Kevin Long
4,Season 17/18,1,Kevin Long
5,Season 18/19,1,Kevin Long
0,Season 06/07,2,Kevin McDonald
1,Season 07/08,9,Kevin McDonald
2,Season 08/09,3,Kevin McDonald
3,Season 09/10,1,Kevin McDonald
4,Season 10/11,4,Kevin McDonald
5,Season 11/12,3,Kevin McDonald
6,Season 12/13,1,Kevin McDonald
7,Season 13/14,7,Kevin McDonald
8,Season 15/16,3,Kevin McDonald
9,Season 16/17,3,Kevin McDonald
10,Season 17/18,3,Kevin McDonald
0,Season 04/05,1,Kevin Mirallas
1,Season 05/06,1,Kevin Mirallas
2,Season 06/07,3,Kevin Mirallas
3,Season 07/08,7,Kevin Mirallas
4,Season 08/09,4,Kevin Mirallas
5,Season 09/10,1,Kevin Mirallas
6,Season 10/11,14,Kevin Mirallas
7,Season 11/12,20,Kevin Mirallas
8,Season 12/13,9,Kevin Mirallas
9,Season 13/14,8,Kevin Mirallas
10,Season 14/15,11,Kevin Mirallas
11,Season 15/16,6,Kevin Mirallas
12,Season 16/17,4,Kevin Mirallas
13,Season 17/18,2,Kevin Mirallas
14,Season 18/19,1,Kevin Mirallas
0,Season 09/10,3,Kevin Möhwald
1,Season 11/12,5,Kevin Möhwald
2,Season 12/13,2,Kevin Möhwald
3,Season 13/14,2,Kevin Möhwald
4,Season 14/15,8,Kevin Möhwald
5,Season 15/16,1,Kevin Möhwald
6,Season 16/17,4,Kevin Möhwald
7,Season 17/18,7,Kevin Möhwald
8,Season 18/19,1,Kevin Möhwald
0,Season 08/09,3,Kevin Strootman
1,Season 09/10,4,Kevin Strootman
2,Season 10/11,7,Kevin Strootman
3,Season 11/12,6,Kevin Strootman
4,Season 12/13,8,Kevin Strootman
5,Season 13/14,6,Kevin Strootman
6,Season 15/16,1,Kevin Strootman
7,Season 16/17,6,Kevin Strootman
8,Season 17/18,1,Kevin Strootman
0,Season 07/08,2,Kevin Stöger
1,Season 08/09,9,Kevin Stöger
2,Season 09/10,5,Kevin Stöger
3,Season 10/11,4,Kevin Stöger
4,Season 11/12,2,Kevin Stöger
5,Season 12/13,2,Kevin Stöger
6,Season 13/14,1,Kevin Stöger
7,Season 14/15,2,Kevin Stöger
8,Season 15/16,1,Kevin Stöger
9,Season 16/17,3,Kevin Stöger
10,Season 17/18,4,Kevin Stöger
11,Season 18/19,1,Kevin Stöger
0,Season 07/08,8,Kevin Vogt
1,Season 08/09,1,Kevin Vogt
2,Season 09/10,3,Kevin Vogt
3,Season 11/12,2,Kevin Vogt
4,Season 12/13,1,Kevin Vogt
5,Season 13/14,1,Kevin Vogt
6,Season 14/15,1,Kevin Vogt
0,Season 08/09,10,Kevin Volland
1,Season 09/10,7,Kevin Volland
2,Season 10/11,14,Kevin Volland
3,Season 11/12,14,Kevin Volland
4,Season 12/13,6,Kevin Volland
5,Season 13/14,12,Kevin Volland
6,Season 14/15,10,Kevin Volland
7,Season 15/16,8,Kevin Volland
8,Season 16/17,9,Kevin Volland
9,Season 17/18,14,Kevin Volland
10,Season 18/19,6,Kevin Volland
0,Season 16/17,1,Kevin Vázquez
0,Season 08/09,2,Kevin Wimmer
1,Season 09/10,2,Kevin Wimmer
2,Season 11/12,4,Kevin Wimmer
3,Season 13/14,2,Kevin Wimmer
4,Season 18/19,1,Kevin Wimmer
0,Season 03/04,4,Kevin-Prince Boateng
1,Season 04/05,8,Kevin-Prince Boateng
2,Season 05/06,4,Kevin-Prince Boateng
3,Season 06/07,6,Kevin-Prince Boateng
4,Season 09/10,7,Kevin-Prince Boateng
5,Season 10/11,3,Kevin-Prince Boateng
6,Season 11/12,9,Kevin-Prince Boateng
7,Season 12/13,3,Kevin-Prince Boateng
8,Season 13/14,10,Kevin-Prince Boateng
9,Season 15/16,1,Kevin-Prince Boateng
10,Season 16/17,10,Kevin-Prince Boateng
11,Season 17/18,6,Kevin-Prince Boateng
12,Season 18/19,5,Kevin-Prince Boateng
0,Season 09/10,1,Khaled Adénon
1,Season 10/11,2,Khaled Adénon
2,Season 15/16,5,Khaled Adénon
3,Season 16/17,1,Khaled Adénon
0,Season 08/09,6,Khouma Babacar
1,Season 09/10,15,Khouma Babacar
2,Season 10/11,2,Khouma Babacar
3,Season 11/12,5,Khouma Babacar
4,Season 12/13,2,Khouma Babacar
5,Season 13/14,20,Khouma Babacar
6,Season 14/15,9,Khouma Babacar
7,Season 15/16,7,Khouma Babacar
8,Season 16/17,14,Khouma Babacar
9,Season 17/18,8,Khouma Babacar
10,Season 18/19,4,Khouma Babacar
0,Season 2015,3,Kianz Froese
1,Season 15/16,5,Kianz Froese
2,Season 16/17,7,Kianz Froese
3,Season 17/18,3,Kianz Froese
4,Season 18/19,4,Kianz Froese
0,Season 14/15,1,Kieran Dowell
1,Season 15/16,9,Kieran Dowell
2,Season 16/17,5,Kieran Dowell
3,Season 17/18,10,Kieran Dowell
0,Season 10/11,2,Kieran Trippier
1,Season 11/12,4,Kieran Trippier
2,Season 13/14,2,Kieran Trippier
3,Season 15/16,1,Kieran Trippier
4,Season 18/19,1,Kieran Trippier
0,Season 08/09,1,Kike
1,Season 09/10,3,Kike
2,Season 11/12,1,Kike
3,Season 12/13,7,Kike
4,Season 13/14,23,Kike
5,Season 14/15,12,Kike
6,Season 15/16,4,Kike
7,Season 16/17,9,Kike
8,Season 17/18,8,Kike
9,Season 18/19,2,Kike
0,Season 09/10,3,Kiko Femenía
1,Season 10/11,1,Kiko Femenía
2,Season 11/12,5,Kiko Femenía
3,Season 12/13,1,Kiko Femenía
4,Season 15/16,5,Kiko Femenía
5,Season 17/18,1,Kiko Femenía
0,Season 09/10,1,Kiko Olivas
1,Season 11/12,3,Kiko Olivas
2,Season 12/13,1,Kiko Olivas
3,Season 13/14,2,Kiko Olivas
4,Season 14/15,4,Kiko Olivas
5,Season 15/16,5,Kiko Olivas
6,Season 16/17,1,Kiko Olivas
7,Season 17/18,1,Kiko Olivas
0,Season 14/15,1,Kilian Jakob
1,Season 15/16,2,Kilian Jakob
2,Season 16/17,8,Kilian Jakob
3,Season 17/18,2,Kilian Jakob
0,Season 13/14,1,Kingsley Coman
1,Season 14/15,1,Kingsley Coman
2,Season 15/16,6,Kingsley Coman
3,Season 16/17,2,Kingsley Coman
4,Season 17/18,7,Kingsley Coman
5,Season 18/19,1,Kingsley Coman
0,Season 13/14,1,Koffi Djidji
0,Season 10/11,2,Koke
1,Season 11/12,2,Koke
2,Season 12/13,3,Koke
3,Season 13/14,7,Koke
4,Season 14/15,4,Koke
5,Season 15/16,5,Koke
6,Season 16/17,5,Koke
7,Season 17/18,6,Koke
8,Season 18/19,4,Koke
0,Season 10/11,18,Kolbeinn Sigthórsson
1,Season 11/12,12,Kolbeinn Sigthórsson
2,Season 12/13,9,Kolbeinn Sigthórsson
3,Season 13/14,12,Kolbeinn Sigthórsson
4,Season 14/15,7,Kolbeinn Sigthórsson
5,Season 15/16,4,Kolbeinn Sigthórsson
0,Season 11/12,1,Konrad Laimer
1,Season 12/13,3,Konrad Laimer
2,Season 15/16,4,Konrad Laimer
3,Season 16/17,4,Konrad Laimer
4,Season 18/19,1,Konrad Laimer
0,Season 09/10,1,Konstantinos Manolas
1,Season 10/11,3,Konstantinos Manolas
2,Season 11/12,2,Konstantinos Manolas
3,Season 12/13,1,Konstantinos Manolas
4,Season 13/14,5,Konstantinos Manolas
5,Season 15/16,2,Konstantinos Manolas
6,Season 17/18,4,Konstantinos Manolas
7,Season 18/19,2,Konstantinos Manolas
0,Season 17/18,3,Konstantinos Mavropanos
0,Season 04/05,5,Konstantinos Mitroglou
1,Season 05/06,24,Konstantinos Mitroglou
2,Season 06/07,14,Konstantinos Mitroglou
3,Season 07/08,8,Konstantinos Mitroglou
4,Season 08/09,3,Konstantinos Mitroglou
5,Season 09/10,14,Konstantinos Mitroglou
6,Season 10/11,10,Konstantinos Mitroglou
7,Season 11/12,19,Konstantinos Mitroglou
8,Season 12/13,20,Konstantinos Mitroglou
9,Season 13/14,20,Konstantinos Mitroglou
10,Season 14/15,19,Konstantinos Mitroglou
11,Season 15/16,25,Konstantinos Mitroglou
12,Season 16/17,27,Konstantinos Mitroglou
13,Season 17/18,13,Konstantinos Mitroglou
14,Season 18/19,3,Konstantinos Mitroglou
0,Season 12/13,2,Konstantinos Stafylidis
1,Season 13/14,1,Konstantinos Stafylidis
2,Season 15/16,1,Konstantinos Stafylidis
3,Season 16/17,4,Konstantinos Stafylidis
0,Season 10/11,2,Koray Günter
1,Season 11/12,2,Koray Günter
0,Season 12/13,1,Kortney Hause
1,Season 13/14,1,Kortney Hause
2,Season 14/15,1,Kortney Hause
3,Season 16/17,2,Kortney Hause
4,Season 17/18,1,Kortney Hause
0,Season 14/15,9,Krzysztof Piatek
1,Season 15/16,8,Krzysztof Piatek
2,Season 16/17,13,Krzysztof Piatek
3,Season 17/18,21,Krzysztof Piatek
4,Season 18/19,17,Krzysztof Piatek
0,Season 11/12,2,Kurt Zouma
1,Season 12/13,2,Kurt Zouma
2,Season 14/15,2,Kurt Zouma
3,Season 15/16,2,Kurt Zouma
4,Season 17/18,1,Kurt Zouma
0,Season 08/09,2,Kwadwo Asamoah
1,Season 09/10,1,Kwadwo Asamoah
2,Season 10/11,2,Kwadwo Asamoah
3,Season 11/12,3,Kwadwo Asamoah
4,Season 12/13,3,Kwadwo Asamoah
5,Season 13/14,2,Kwadwo Asamoah
0,Season 17/18,3,Kwasi Sibo
0,Season 10/11,2,Kyle Walker
1,Season 11/12,2,Kyle Walker
2,Season 13/14,1,Kyle Walker
3,Season 15/16,1,Kyle Walker
4,Season 18/19,1,Kyle Walker
0,Season 14/15,1,Kyle Walker-Peters
1,Season 16/17,2,Kyle Walker-Peters
2,Season 17/18,1,Kyle Walker-Peters
0,Season 15/16,1,Kylian Mbappé
1,Season 16/17,26,Kylian Mbappé
2,Season 17/18,21,Kylian Mbappé
3,Season 18/19,14,Kylian Mbappé
0,Season 05/06,5,Kévin Gameiro
1,Season 06/07,4,Kévin Gameiro
2,Season 07/08,6,Kévin Gameiro
3,Season 08/09,13,Kévin Gameiro
4,Season 09/10,19,Kévin Gameiro
5,Season 10/11,24,Kévin Gameiro
6,Season 11/12,14,Kévin Gameiro
7,Season 12/13,9,Kévin Gameiro
8,Season 13/14,21,Kévin Gameiro
9,Season 14/15,17,Kévin Gameiro
10,Season 15/16,29,Kévin Gameiro
11,Season 16/17,16,Kévin Gameiro
12,Season 17/18,11,Kévin Gameiro
13,Season 18/19,2,Kévin Gameiro
0,Season 14/15,2,Kévin Malcuit
0,Season 06/07,1,Kévin Monnet-Paquet
1,Season 07/08,2,Kévin Monnet-Paquet
2,Season 08/09,7,Kévin Monnet-Paquet
3,Season 09/10,4,Kévin Monnet-Paquet
4,Season 11/12,7,Kévin Monnet-Paquet
5,Season 12/13,6,Kévin Monnet-Paquet
6,Season 13/14,4,Kévin Monnet-Paquet
7,Season 14/15,5,Kévin Monnet-Paquet
8,Season 15/16,5,Kévin Monnet-Paquet
9,Season 16/17,5,Kévin Monnet-Paquet
10,Season 17/18,2,Kévin Monnet-Paquet
0,Season 16/17,1,Kévin N'Doram
0,Season 15/16,5,Kévin Rodrigues
1,Season 16/17,1,Kévin Rodrigues
2,Season 17/18,1,Kévin Rodrigues
0,Season 10/11,2,Ladislav Krejci
1,Season 11/12,7,Ladislav Krejci
2,Season 12/13,6,Ladislav Krejci
3,Season 13/14,9,Ladislav Krejci
4,Season 14/15,8,Ladislav Krejci
5,Season 15/16,8,Ladislav Krejci
6,Season 16/17,2,Ladislav Krejci
0,Season 08/09,1,Lamine Koné
1,Season 09/10,3,Lamine Koné
2,Season 10/11,1,Lamine Koné
3,Season 11/12,1,Lamine Koné
4,Season 12/13,3,Lamine Koné
5,Season 13/14,1,Lamine Koné
6,Season 14/15,1,Lamine Koné
7,Season 15/16,2,Lamine Koné
8,Season 16/17,1,Lamine Koné
0,Season 06/07,1,Lars Bender
1,Season 07/08,1,Lars Bender
2,Season 08/09,3,Lars Bender
3,Season 09/10,1,Lars Bender
4,Season 10/11,3,Lars Bender
5,Season 11/12,5,Lars Bender
6,Season 12/13,3,Lars Bender
7,Season 13/14,4,Lars Bender
8,Season 14/15,1,Lars Bender
9,Season 15/16,2,Lars Bender
10,Season 17/18,3,Lars Bender
11,Season 18/19,1,Lars Bender
0,Season 05/06,5,Lars Stindl
1,Season 06/07,7,Lars Stindl
2,Season 07/08,4,Lars Stindl
3,Season 08/09,10,Lars Stindl
4,Season 09/10,9,Lars Stindl
5,Season 10/11,2,Lars Stindl
6,Season 11/12,6,Lars Stindl
7,Season 12/13,4,Lars Stindl
8,Season 13/14,3,Lars Stindl
9,Season 14/15,11,Lars Stindl
10,Season 15/16,14,Lars Stindl
11,Season 16/17,18,Lars Stindl
12,Season 17/18,6,Lars Stindl
13,Season 18/19,2,Lars Stindl
0,Season 11/12,3,Lass Bangoura
1,Season 12/13,3,Lass Bangoura
2,Season 14/15,1,Lass Bangoura
3,Season 15/16,4,Lass Bangoura
4,Season 16/17,1,Lass Bangoura
0,Season 07/08,2,Lassana Diarra
1,Season 08/09,1,Lassana Diarra
2,Season 09/10,1,Lassana Diarra
3,Season 12/13,1,Lassana Diarra
4,Season 13/14,1,Lassana Diarra
5,Season 15/16,1,Lassana Diarra
0,Season 05/06,1,Laurent Ciman
1,Season 06/07,2,Laurent Ciman
2,Season 09/10,2,Laurent Ciman
3,Season 10/11,1,Laurent Ciman
4,Season 12/13,1,Laurent Ciman
5,Season 13/14,4,Laurent Ciman
6,Season 14/15,6,Laurent Ciman
7,Season 2016,1,Laurent Ciman
8,Season 2018,3,Laurent Ciman
0,Season 09/10,2,Laurent Depoitre
1,Season 11/12,8,Laurent Depoitre
2,Season 12/13,15,Laurent Depoitre
3,Season 13/14,10,Laurent Depoitre
4,Season 14/15,14,Laurent Depoitre
5,Season 15/16,16,Laurent Depoitre
6,Season 16/17,4,Laurent Depoitre
7,Season 17/18,6,Laurent Depoitre
0,Season 07/08,1,Laurent Koscielny
1,Season 08/09,5,Laurent Koscielny
2,Season 09/10,4,Laurent Koscielny
3,Season 10/11,3,Laurent Koscielny
4,Season 11/12,3,Laurent Koscielny
5,Season 12/13,4,Laurent Koscielny
6,Season 13/14,3,Laurent Koscielny
7,Season 14/15,3,Laurent Koscielny
8,Season 15/16,4,Laurent Koscielny
9,Season 16/17,2,Laurent Koscielny
10,Season 17/18,2,Laurent Koscielny
0,Season 16/17,8,Lautaro Martínez
1,Season 17/18,18,Lautaro Martínez
2,Season 18/19,2,Lautaro Martínez
0,Season 13/14,5,Layvin Kurzawa
1,Season 15/16,7,Layvin Kurzawa
2,Season 16/17,3,Layvin Kurzawa
3,Season 17/18,5,Layvin Kurzawa
0,Season 11/12,7,Lazar Markovic
1,Season 12/13,7,Lazar Markovic
2,Season 13/14,7,Lazar Markovic
3,Season 14/15,3,Lazar Markovic
4,Season 15/16,2,Lazar Markovic
5,Season 16/17,5,Lazar Markovic
6,Season 17/18,1,Lazar Markovic
0,Season 13/14,1,Leander Dendoncker
1,Season 14/15,2,Leander Dendoncker
2,Season 15/16,2,Leander Dendoncker
3,Season 16/17,6,Leander Dendoncker
4,Season 17/18,1,Leander Dendoncker
0,Season 12/13,1,Leandro Cabrera
1,Season 14/15,1,Leandro Cabrera
2,Season 15/16,2,Leandro Cabrera
3,Season 16/17,2,Leandro Cabrera
4,Season 18/19,1,Leandro Cabrera
0,Season 16/17,2,Lebo Mothiba
1,Season 17/18,15,Lebo Mothiba
2,Season 18/19,9,Lebo Mothiba
0,Season 12/13,2,Lebogang Phiri
1,Season 13/14,1,Lebogang Phiri
2,Season 14/15,2,Lebogang Phiri
3,Season 15/16,3,Lebogang Phiri
4,Season 16/17,1,Lebogang Phiri
0,Season 08/09,1,Lee Peltier
1,Season 10/11,3,Lee Peltier
2,Season 11/12,2,Lee Peltier
3,Season 13/14,1,Lee Peltier
0,Season 10/11,11,Lee Tomlin
1,Season 11/12,9,Lee Tomlin
2,Season 12/13,13,Lee Tomlin
3,Season 13/14,15,Lee Tomlin
4,Season 14/15,10,Lee Tomlin
5,Season 15/16,8,Lee Tomlin
6,Season 16/17,7,Lee Tomlin
7,Season 17/18,6,Lee Tomlin
0,Season 04/05,1,Leighton Baines
1,Season 06/07,3,Leighton Baines
2,Season 08/09,1,Leighton Baines
3,Season 09/10,2,Leighton Baines
4,Season 10/11,7,Leighton Baines
5,Season 11/12,5,Leighton Baines
6,Season 12/13,7,Leighton Baines
7,Season 13/14,6,Leighton Baines
8,Season 14/15,3,Leighton Baines
9,Season 15/16,2,Leighton Baines
10,Season 16/17,2,Leighton Baines
11,Season 17/18,3,Leighton Baines
0,Season 18/19,3,Lenny Pintor
0,Season 12/13,7,Leo Baptistão
1,Season 13/14,4,Leo Baptistão
2,Season 14/15,7,Leo Baptistão
3,Season 15/16,6,Leo Baptistão
4,Season 16/17,6,Leo Baptistão
5,Season 17/18,9,Leo Baptistão
6,Season 18/19,1,Leo Baptistão
0,Season 12/13,5,Leo Stulac
1,Season 14/15,1,Leo Stulac
2,Season 15/16,6,Leo Stulac
3,Season 16/17,2,Leo Stulac
4,Season 17/18,7,Leo Stulac
0,Season 15/16,7,Leon Bailey
1,Season 16/17,8,Leon Bailey
2,Season 17/18,12,Leon Bailey
3,Season 18/19,1,Leon Bailey
0,Season 07/08,4,Leon Balogun
1,Season 08/09,1,Leon Balogun
2,Season 10/11,1,Leon Balogun
3,Season 11/12,3,Leon Balogun
4,Season 12/13,1,Leon Balogun
5,Season 14/15,4,Leon Balogun
6,Season 15/16,1,Leon Balogun
7,Season 18/19,1,Leon Balogun
0,Season 10/11,11,Leon Goretzka
1,Season 11/12,18,Leon Goretzka
2,Season 12/13,4,Leon Goretzka
3,Season 13/14,5,Leon Goretzka
4,Season 15/16,2,Leon Goretzka
5,Season 16/17,8,Leon Goretzka
6,Season 17/18,4,Leon Goretzka
7,Season 18/19,2,Leon Goretzka
0,Season 08/09,13,Leonardo Bittencourt
1,Season 09/10,13,Leonardo Bittencourt
2,Season 10/11,12,Leonardo Bittencourt
3,Season 11/12,2,Leonardo Bittencourt
4,Season 12/13,3,Leonardo Bittencourt
5,Season 13/14,4,Leonardo Bittencourt
6,Season 14/15,1,Leonardo Bittencourt
7,Season 15/16,3,Leonardo Bittencourt
8,Season 16/17,3,Leonardo Bittencourt
9,Season 17/18,6,Leonardo Bittencourt
0,Season 07/08,2,Leonardo Bonucci
1,Season 08/09,4,Leonardo Bonucci
2,Season 09/10,1,Leonardo Bonucci
3,Season 10/11,3,Leonardo Bonucci
4,Season 11/12,2,Leonardo Bonucci
5,Season 12/13,1,Leonardo Bonucci
6,Season 13/14,3,Leonardo Bonucci
7,Season 14/15,4,Leonardo Bonucci
8,Season 15/16,3,Leonardo Bonucci
9,Season 16/17,5,Leonardo Bonucci
10,Season 17/18,2,Leonardo Bonucci
11,Season 18/19,1,Leonardo Bonucci
0,Season 12/13,6,Leonardo Capezzi
1,Season 13/14,4,Leonardo Capezzi
2,Season 14/15,2,Leonardo Capezzi
3,Season 15/16,2,Leonardo Capezzi
0,Season 11/12,16,Leonardo Pavoletti
1,Season 12/13,11,Leonardo Pavoletti
2,Season 13/14,26,Leonardo Pavoletti
3,Season 14/15,8,Leonardo Pavoletti
4,Season 15/16,15,Leonardo Pavoletti
5,Season 16/17,4,Leonardo Pavoletti
6,Season 17/18,11,Leonardo Pavoletti
7,Season 18/19,8,Leonardo Pavoletti
0,Season 14/15,3,Leonardo Sernicola
1,Season 15/16,2,Leonardo Sernicola
2,Season 17/18,3,Leonardo Sernicola
0,Season 09/10,1,Leonardo Spinazzola
1,Season 10/11,1,Leonardo Spinazzola
2,Season 11/12,8,Leonardo Spinazzola
3,Season 12/13,1,Leonardo Spinazzola
4,Season 13/14,1,Leonardo Spinazzola
5,Season 14/15,1,Leonardo Spinazzola
6,Season 18/19,1,Leonardo Spinazzola
0,Season 14/15,2,Leonardo Suárez
1,Season 15/16,4,Leonardo Suárez
2,Season 16/17,4,Leonardo Suárez
3,Season 17/18,2,Leonardo Suárez
4,Season 18/19,2,Leonardo Suárez
0,Season 11/12,1,Leroy Sané
1,Season 12/13,1,Leroy Sané
2,Season 13/14,15,Leroy Sané
3,Season 14/15,13,Leroy Sané
4,Season 15/16,9,Leroy Sané
5,Season 16/17,9,Leroy Sané
6,Season 17/18,14,Leroy Sané
7,Season 18/19,6,Leroy Sané
0,Season 08/09,1,Levan Mchedlidze
1,Season 10/11,2,Levan Mchedlidze
2,Season 11/12,2,Levan Mchedlidze
3,Season 12/13,1,Levan Mchedlidze
4,Season 13/14,4,Levan Mchedlidze
5,Season 14/15,5,Levan Mchedlidze
6,Season 16/17,6,Levan Mchedlidze
0,Season 11/12,6,Levin Öztunali
1,Season 12/13,8,Levin Öztunali
2,Season 13/14,1,Levin Öztunali
3,Season 14/15,3,Levin Öztunali
4,Season 15/16,1,Levin Öztunali
5,Season 16/17,6,Levin Öztunali
0,Season 15/16,2,Lewis Cook
0,Season 14/15,7,Lewis Dunk
1,Season 15/16,4,Lewis Dunk
2,Season 16/17,2,Lewis Dunk
3,Season 17/18,1,Lewis Dunk
4,Season 18/19,2,Lewis Dunk
0,Season 14/15,4,Linton Maina
1,Season 15/16,2,Linton Maina
2,Season 16/17,4,Linton Maina
3,Season 17/18,7,Linton Maina
4,Season 18/19,1,Linton Maina
0,Season 12/13,1,Lionel Carole
1,Season 16/17,1,Lionel Carole
0,Season 04/05,1,Lionel Messi
1,Season 05/06,8,Lionel Messi
2,Season 06/07,17,Lionel Messi
3,Season 07/08,16,Lionel Messi
4,Season 08/09,38,Lionel Messi
5,Season 09/10,47,Lionel Messi
6,Season 10/11,53,Lionel Messi
7,Season 11/12,73,Lionel Messi
8,Season 12/13,60,Lionel Messi
9,Season 13/14,41,Lionel Messi
10,Season 14/15,58,Lionel Messi
11,Season 15/16,41,Lionel Messi
12,Season 16/17,54,Lionel Messi
13,Season 17/18,45,Lionel Messi
14,Season 18/19,17,Lionel Messi
0,Season 09/10,2,Lisandro López
1,Season 10/11,6,Lisandro López
2,Season 11/12,4,Lisandro López
3,Season 12/13,7,Lisandro López
4,Season 13/14,4,Lisandro López
5,Season 15/16,1,Lisandro López
6,Season 16/17,4,Lisandro López
7,Season 17/18,1,Lisandro López
0,Season 09/10,1,Lluis Sastre
1,Season 12/13,1,Lluis Sastre
2,Season 15/16,3,Lluis Sastre
3,Season 17/18,2,Lluis Sastre
0,Season 15/16,13,Loren Morón
1,Season 17/18,25,Loren Morón
2,Season 18/19,3,Loren Morón
0,Season 15/16,1,Lorenco Simic
1,Season 17/18,5,Lorenco Simic
0,Season 07/08,1,Lorenzo Ariaudo
1,Season 08/09,1,Lorenzo Ariaudo
2,Season 11/12,1,Lorenzo Ariaudo
3,Season 16/17,4,Lorenzo Ariaudo
4,Season 17/18,1,Lorenzo Ariaudo
0,Season 10/11,2,Lorenzo Crisetig
1,Season 11/12,2,Lorenzo Crisetig
2,Season 12/13,1,Lorenzo Crisetig
3,Season 13/14,1,Lorenzo Crisetig
0,Season 06/07,1,Lorenzo De Silvestri
1,Season 07/08,1,Lorenzo De Silvestri
2,Season 09/10,1,Lorenzo De Silvestri
3,Season 10/11,1,Lorenzo De Silvestri
4,Season 12/13,2,Lorenzo De Silvestri
5,Season 13/14,2,Lorenzo De Silvestri
6,Season 14/15,4,Lorenzo De Silvestri
7,Season 15/16,1,Lorenzo De Silvestri
8,Season 16/17,1,Lorenzo De Silvestri
9,Season 17/18,7,Lorenzo De Silvestri
