nome,nome_chiave,eta,ruolo,ruolo_dettaglio,squadra,nazione_squadra,nazione_giocatore,instagram_followers,facebook_followers,twitter_followers,insta_likes_avg,google_hits,google_hits_1,wiki_visual,insta_hashtag,GER_kicker,GER_bild_G,GER_eurosport_G,ITA_corriere,ITA_sky_G,ITA_gazzetta_G,ENG_thesun,ENG_sky_G,ENG_guardian_G,SPA_marca,SPA_as_G,SPA_mundodep_G,FRA_francefootball_G,FRA_lequipe_G,FRA_eurosport_G,FRA_le10sport_G,INT_eurosport_G,INT_espn_G,INT_bein_G,pres_2018_tot,goal_2018_tot,assist_2018_tot,pres_2018_CL,goal_2018_CL,assist_2018_CL,pres_2017_tot,goal_2017_tot,assist_2017_tot,pres_2017_CL,goal_2017_CL,assist_2017_CL,pres_tot,goal_tot,assist_tot,pres_tot_CL,goal_tot_CL,assist_tot_CL,whoscored1819,valore,Instagram,Facebook,Twitter,SOCIAL,Germania,Francia,Italia,Spagna,Inghilterra,Internazionale,MEDIA,GOOGLE,WIKIPEDIA,IPOP
Gonzalo Higuaín,Higuain,31,Attaccante,Punta centrale,AC Milan,Italia,Argentina,3060533.0,309052.0,6831531.0,240408.9,3360000,32000000,1503809,372535,759,749,381,5189,12100,43300,660,3060,812,4557,9000,6530,594,1020,21700,2960,28400,3260,4770,18,7,3,0,0,0,50,23,8,10,5,1,565,289,97,75,23,10,6.87,55000000,0.6284139610019884,0.443766837534585,0.7688624258669237,0.6136810748011657,0.6582651581661717,0.6963985276024163,0.972332562023322,0.712366134879295,0.7097112754324182,0.8427804626086344,0.7653090201187096,0.5272977696232073,0.6336080355821457,0.6903457409382825
Arthur,Arthur,22,Centrocampista,Centrale,FC Barcellona,Spagna,Brasile,2298970.0,304839.0,10378.0,250567.2,666000000,688000000,895463,1405935,998,1880,468,181,147,639,2643,1260,12300,309,5010,3820,586,2500,684,2040,2850,9420,1620,18,0,1,5,0,0,10,1,2,0,0,0,68,2,4,5,0,0,6.44,50000000,0.6604102363702017,0.44249069420188886,0.14447217624937195,0.41579103560715414,0.7085097475060276,0.6171413501520623,0.544928181366079,0.5680751532006605,0.8285567128096033,0.7557297840714449,0.6704901548509796,0.857090902250468,0.556508892566409,0.607628530067656
Federico Chiesa,Federico Chiesa,21,Attaccante,Ala destra,ACF Fiorentina,Italia,Italia,234894.0,23734.0,2312.0,39444.5,22300000,18600000,213355,2220,34,8,8,284,1140,2060,30,90,50,8,264,65,60,34,38,37,1030,158,188,17,3,5,0,0,0,38,6,9,0,0,0,129,24,21,0,0,0,7.12,50000000,0.2979146744317698,0.2051391700268718,0.0,0.1676846148195472,0.23575002062531417,0.277821792400398,0.6718352179395172,0.18083340651039706,0.3736158619141436,0.49023843851459564,0.3716824563173943,0.46897501928439306,0.34318634669028575,0.3223009043943351
Lucas Hernández,Lucas Hernández,22,Difensore,Terzino sinistro,Atlético de Madrid,Spagna,Francia,1233571.0,,235133.0,133587.9,28800000,60500000,942317,10015,133,394,106,96,108,382,153,549,359,294,6810,1910,741,1170,354,3500,2090,2370,1520,17,0,0,5,0,0,44,0,3,3,0,1,140,2,5,16,0,1,7.01,50000000,0.4584668248334782,0.45015743528766705,0.44470362008858944,0.45110929340324485,0.5160519075480611,0.575612174026702,0.4912619992666196,0.5582003665843683,0.5667545200119858,0.6930682044943325,0.5668248619886782,0.5957606389431899,0.5640937733675508,0.5376483149502314
José Giménez,Gimenez,23,Difensore,Difensore centrale,Atlético de Madrid,Spagna,Uruguay,888046.0,310836.0,360437.0,36323.2,19600000,45200000,237058,13290,301,84,96,120,163,301,109,228,270,2224,13400,3500,153,351,226,164,1670,2700,629,11,1,0,3,1,0,38,2,2,4,0,0,162,7,7,25,1,0,7.06,50000000,0.3980147926593458,0.4443019872079835,0.48580284842304533,0.44270654276345817,0.4963486550993473,0.45806340314101296,0.5074096269298966,0.6827585879366574,0.5139509452952599,0.6553588162419168,0.5523150057740152,0.5644215576346883,0.3588536870506505,0.5059349916018004
Kingsley Coman,Coman,22,Attaccante,Ala sinistra,FC Bayern Monaco,Germania,Francia,641334.0,419287.0,,74336.5,4990000,18900000,376982,33574,594,1180,1490,315,284,1120,159,236,348,650,947,424,897,7590,860,953,995,252,1410,9,2,1,1,1,0,33,7,8,6,2,3,134,19,24,19,5,9,7.07,50000000,0.4458212902998251,0.4721282547799453,0.45779910877879043,0.4585828846195203,0.7094303911438845,0.6820084332122426,0.6088239723357366,0.4602242274405042,0.538519746951794,0.583810136980163,0.5971361513440542,0.470694938336415,0.42784413082331946,0.5324640573711473
Milan Skriniar,Skriniar,23,Difensore,Difensore centrale,FC Internazionale,Italia,Slovacchia,485047.0,38500.0,336651.0,74516.9,1990000,7280000,222307,20165,55,18,6,531,1540,4250,66,87,90,34,420,197,138,72,54,59,792,135,348,21,0,0,6,0,0,40,4,0,0,0,0,201,17,2,6,0,0,6.97,50000000,0.42004061120777436,0.2501154040395357,0.4792342976894362,0.38313010431224875,0.2745742558288065,0.3479356029161817,0.7315077401715132,0.28943864863985236,0.4233715793175074,0.4990950617868705,0.4276538147767886,0.3681436139277167,0.3492990457115531,0.4029778055669771
Kepa,Kepa,24,Portiere,Portiere,Chelsea FC,Inghilterra,Spagna,532178.0,3008.0,130197.0,108973.8,14400000,10200000,953477,23868,79,57,52,53,352,112,217,779,112,1061,3550,2640,72,121,94,133,654,313,435,24,0,0,0,0,0,31,0,0,0,0,0,188,0,0,0,0,0,6.66,50000000,0.44526332785650924,0.013088574957979526,0.387831423022096,0.2820611086121949,0.40331960655896154,0.3618426935461165,0.4684060950337927,0.5898507102512492,0.5509359691829547,0.5307333675541887,0.48418140702121054,0.4043962464860023,0.5658447467836559,0.42922843283940965
Fred,Fred,25,Centrocampista,Centrale,Manchester United,Inghilterra,Brasile,815873.0,57001.0,131508.0,52596.4,639000000,662000000,1217304,1038742,838,1150,209,133,403,691,1665,48800,12800,454,3460,1180,497,1780,533,255,1540,4690,766,13,1,0,3,0,0,37,4,7,8,1,1,201,23,22,27,1,1,6.67,50000000,0.5446835079961642,0.2865994628004117,0.3887953883631492,0.406692786386575,0.6566333677346118,0.5902003071355918,0.5693371910897237,0.5318636637672384,0.9361854797483756,0.6797045482877451,0.6606540929605478,0.8529499326788003,0.6021740300032786,0.6035569890550083
Florian Thauvin,Thauvin,25,Attaccante,Ala destra,Olympique Marsiglia,Francia,Francia,953042.0,165356.0,784751.0,79404.1,2590000,5530000,430414,24965,60,49,32,145,69,147,79,344,193,71,621,258,8200,12000,22300,13400,520,149,2770,19,13,5,0,0,0,54,26,18,0,0,0,285,84,53,6,1,1,7.31,50000000,0.45418808914486886,0.3856199527538147,0.5606618839870203,0.46682330862856797,0.3694903576833796,0.8859831776405919,0.4629889552020272,0.34235055947847165,0.5037312597993182,0.5679904909022356,0.522089133451004,0.33858925793259476,0.44755707691081237,0.48355918740319415
Adrien Rabiot,Rabiot,23,Centrocampista,Centrale,FC Paris Saint-Germain,Francia,Francia,1270036.0,,69014.0,31954.0,12300000,14500000,449093,29195,103,361,119,198,242,7780,196,685,192,174,4810,27400,6430,7840,6230,24200,3070,5710,5590,20,2,2,5,0,0,50,5,7,8,1,2,240,25,20,36,4,3,7.31,50000000,0.42966573251127893,0.45387640327957923,0.3267607773617821,0.4034343043842134,0.5057754790702665,0.8195360306887217,0.6448807168762039,0.6036701290619141,0.5616790764073336,0.788716699053707,0.6540430218596911,0.44220796004129187,0.4538750986654436,0.5482403730015929
Aymeric Laporte,Laporte,24,Difensore,Difensore centrale,Manchester City,Inghilterra,Francia,354064.0,155277.0,132565.0,30838.8,1800000,20800000,675243,53253,227,193,81,112,79,129,242,3390,416,1731,1900,2720,6890,14300,1670,2370,1030,1950,3020,25,3,0,6,2,0,43,1,3,3,0,0,268,13,7,14,2,0,6.93,50000000,0.3995861906013946,0.3797727954083545,0.3895656183492327,0.3896415347863273,0.506268644065516,0.8018528206469421,0.45266283625299764,0.5832348853000145,0.6511957638901363,0.6873095865923585,0.6137540894579943,0.48099177348033084,0.5145297501639398,0.5315427877046561
Niklas Süle,Niklas Süle,23,Difensore,Difensore centrale,FC Bayern Monaco,Germania,Germania,420143.0,,,44134.7,514000,3310000,266506,813,626,928,603,5,38,68,57,93,42,12,418,44,110,40,63,5,252,115,85,22,1,0,4,0,0,42,2,2,9,0,0,231,15,7,13,0,0,6.96,50000000,0.2934222804182374,0.32929097555051773,0.38269835427805365,0.3351372034156029,0.6727105589896563,0.32251640252396024,0.2759706892224568,0.2040178467211975,0.393155937275203,0.39742286540213834,0.37763238335576865,0.28341977172308724,0.37626768220145596,0.35735394220963307
Rodrigo Moreno,Rodrigo Moreno,27,Attaccante,Punta centrale,Valencia CF,Spagna,Spagna,282083.0,,,24242.8,290000000,59700000,442157,1543,66,31,11,18,34,24,18,69,118,531,1770,910,26,55,38,812,540,146,185,21,2,4,6,0,1,44,19,7,0,0,0,299,87,42,24,2,1,7.35,50000000,0.272172947980172,0.2846633596475702,0.3488160760458509,0.30188412789119773,0.32171725690515457,0.2654695638276892,0.2932671359529602,0.5018177843686058,0.3753188547819219,0.4635490174851786,0.3701899355535851,0.5943297672664158,0.4515602649716727,0.37933472993029016
Ciro Immobile,Immobile,28,Attaccante,Punta centrale,SS Lazio,Italia,Italia,627939.0,857389.0,346969.0,60052.0,5320000,95000000,517767,83297,383,728,286,2509,3220,11100,198,231,1030,327,1840,558,193,401,319,87,2090,289,790,21,11,6,0,0,0,47,41,11,0,0,0,349,189,43,10,4,1,7.2,50000000,0.46354327725634015,0.5386360539354266,0.4821388610838514,0.4947727307585394,0.6173585141778243,0.4827785878968999,0.8528577202115472,0.4700725101013023,0.5844390627237265,0.5929152738372765,0.6000702781580961,0.6442649253483469,0.4750373647343592,0.564003831936991
Kyle Walker,Kyle Walker,28,Difensore,Terzino destro,Manchester City,Inghilterra,Inghilterra,1232887.0,1066955.0,1364170.0,68661.4,94300000,96600000,800755,16578,207,162,77,38,118,290,1541,1160,1060,73,1020,245,83,196,238,9,1650,1840,856,23,1,0,6,0,0,48,0,7,7,0,1,383,7,38,16,0,1,7.05,50000000,0.4447369035241988,0.5589669408335582,0.6138618304915286,0.5391885582830952,0.49454627825461267,0.41546977224182013,0.4465447637706377,0.3627643915064964,0.7186987634957447,0.6532677358450646,0.5152152841857293,0.6460602513817052,0.53988401703506,0.5358910589436752
Heung-min Son,Son Heung Min,26,Attaccante,Ala sinistra,Tottenham Hotspur,Inghilterra,Corea del Sud,1699462.0,823019.0,,342598.3,7860000,10500000,1193939,43023,538,774,222,27,38,2440,589,1020,528,8,643,274,65,116,131,3,893,779,574,22,8,5,6,0,1,53,18,11,7,4,0,360,120,45,35,8,4,6.97,50000000,0.5561626651807646,0.5348322527583385,0.5216343760152372,0.5375430979847802,0.6257581609817557,0.36732941356621507,0.4601119405074958,0.26170061510016557,0.6529535823808535,0.5851066688133671,0.49216006355830877,0.4075121935686304,0.5992917253382671,0.5065812358373718
David Alaba,Alaba,26,Difensore,Terzino sinistro,FC Bayern Monaco,Germania,Austria,4539795.0,3550134.0,1753329.0,87938.9,8190000,17200000,382372,92444,1323,2870,1470,158,93,445,147,203,497,1145,5980,1440,393,483,638,290,1450,1050,1020,24,1,3,5,0,2,36,2,6,7,0,3,435,42,54,72,5,15,6.76,50000000,0.5561431768530644,0.6707383437848414,0.6380086019096097,0.6216300408491718,0.774351706862915,0.5382979688458057,0.5119147825908835,0.5964775006310292,0.5429723426799394,0.6354936891315363,0.5999179984570181,0.46056348346797826,0.4299554469249949,0.5777197312438725
Thomas Müller,Thomas Müller,29,Attaccante,Seconda punta,FC Bayern Monaco,Germania,Germania,6363301.0,9342075.0,4129026.0,101850.2,167000000,326000000,1241818,33621,7699,18900,3180,66,126,332,384,802,1090,459,2110,928,557,889,1280,222,1550,232,607,25,5,6,6,0,1,45,15,18,10,3,2,553,223,158,105,42,20,7.02,50000000,0.5439907104056844,0.7606948837967134,0.7204181064939148,0.6750345668987707,0.942141656379396,0.5966990225625762,0.4763706105757808,0.5042085607969636,0.6539748943878342,0.5641140441290454,0.6229181314719326,0.7768055621988234,0.6051392026053665,0.6495052049392815
Willian,Willian,30,Attaccante,Ala destra,Chelsea FC,Inghilterra,Brasile,8054627.0,6223180.0,52033.0,81977.2,30200000,30700000,761429,206056,285,249,246,258,428,590,1211,74800,1420,899,3320,3450,356,729,1140,325,2960,1430,1580,27,4,6,0,0,0,55,13,12,8,3,3,518,88,116,64,17,15,7.18,50000000,0.5987019279363436,0.7229243605637652,0.29958700911315933,0.540404432537756,0.5628679133741218,0.5691204103335984,0.5943802520318134,0.5887254124228792,0.8609695157940225,0.6891615301636108,0.644204172353341,0.522839700373604,0.5323947237137907,0.5946975232564281
Jadon Sancho,Jadon Sancho,18,Attaccante,Ala sinistra,Borussia Dortmund,Germania,Inghilterra,758122.0,,92267.0,173910.3,5200000,4940000,1164904,4092,144,308,153,4,22,10,365,1320,240,25,568,75,46,40,115,267,534,248,493,24,7,10,5,1,1,21,5,7,0,0,0,80,32,25,5,1,1,7.31,45000000,0.42470237349331547,0.3962323994049389,0.354699051881999,0.39187794159341777,0.5237545450629504,0.31032204066845714,0.18711590249906299,0.2612260843278811,0.6155794442381125,0.5200235042104239,0.4030035868344813,0.3264616703954471,0.5956303334504828,0.4105224863302792
Leon Bailey,Leon Bailey,21,Attaccante,Ala sinistra,Bayer 04 Leverkusen,Germania,Giamaica,299464.0,37952.0,19071.0,22918.7,43500000,52100000,522766,2843,233,389,183,18,53,12,110,194,235,14,263,146,29,38,25,7,187,306,349,23,1,5,0,0,0,34,12,6,0,0,0,144,28,33,2,0,0,6.7,45000000,0.2906374784216788,0.24878252238579426,0.20301638079967763,0.24747879386905025,0.5589850693992177,0.24187085525127064,0.28676521353734036,0.22657823944159383,0.5039345819168809,0.47628131515695626,0.3824025457838766,0.5796928082353853,0.47646636432894846,0.3720918935340677
Richarlison,Richarlison,21,Attaccante,Ala sinistra,FC Everton,Inghilterra,Brasile,1203403.0,47898.0,111914.0,201611.4,3360000,2750000,672912,10676,21,28,9,22,53,54,338,3420,260,18,296,125,74,112,166,119,707,1330,693,17,8,2,0,0,0,41,5,5,0,0,0,126,33,18,0,0,0,7.1,45000000,0.47754381274786134,0.2704224111748638,0.3732725545587988,0.3737462594938414,0.260943359748228,0.37844522729755986,0.3427071648098136,0.23653825742662793,0.6477201308500805,0.6030100911220714,0.41156070520906357,0.2634963021375091,0.5140154645627655,0.39710134331238006
Malcom,Malcom,21,Attaccante,Ala destra,FC Barcellona,Spagna,Brasile,2107548.0,,,167952.6,20800000,19400000,839295,78693,62,152,95,180,1970,160,252,298,1070,121,4550,1470,576,1110,516,687,1480,2170,1810,9,2,0,2,1,0,38,12,8,0,0,0,159,32,21,2,1,0,6.14,45000000,0.5513493294682604,0.5105906651562415,0.5201185756674027,0.5273528567639683,0.4464267568939763,0.5767117585553058,0.5908896790293057,0.49919062226223126,0.6036456544748989,0.6842856838657577,0.566858359180246,0.47350169433428113,0.5468749649760243,0.5457804895166988
Christian Pulisic,Pulisic,20,Attaccante,Ala destra,Borussia Dortmund,Germania,Stati Uniti,1302366.0,200656.0,186610.0,105144.2,5090000,6880000,1197314,20054,420,915,1090,49,54,74,231,373,266,72,2600,287,167,4650,113,674,1750,7070,2980,18,3,4,5,1,0,42,5,7,5,0,0,140,29,37,20,2,3,6.69,45000000,0.47125106532653405,0.4036096490890576,0.4224656954609261,0.43244213662550596,0.6748644241461438,0.5361401771458616,0.38707420473825405,0.4064214168241562,0.5588614454833767,0.7516353374867096,0.5524995009707504,0.3620689668311775,0.5997115326741379,0.5067367195642123
Fabinho,Fabinho,25,Centrocampista,Mediano,FC Liverpool,Inghilterra,Brasile,695456.0,60568.0,6161.0,73856.0,7640000,7090000,974928,66202,92,110,71,152,112,158,420,764,255,188,1140,370,4680,4960,833,20300,1160,1660,1790,14,0,2,4,0,0,46,8,5,5,0,0,278,33,25,29,2,3,7.0,45000000,0.46932050019726707,0.2922428004838409,0.0943016075546458,0.28528830274525124,0.4429274499374072,0.7251627815593026,0.4840352680721731,0.4162421402395038,0.6045593262791452,0.66556297593164,0.5564149903365286,0.36530091478982285,0.5691535328893667,0.4662553907212832
Federico Bernardeschi,Bernardeschi,24,Attaccante,Ala destra,Juventus FC,Italia,Italia,1628506.0,205281.0,117716.0,116760.6,1470000,3020000,263395,40778,117,71,72,1594,2980,4500,91,115,128,75,724,182,192,162,119,143,1480,134,464,14,2,1,4,0,0,31,5,7,5,1,1,215,65,28,9,1,1,6.7,45000000,0.50580255918068,0.4057283240646132,0.3781356036996845,0.4298888289816592,0.43918040159672916,0.41629356999107,0.802541519689675,0.34040417939488066,0.4575394911068577,0.532521529741071,0.49808011525338053,0.2735636248997684,0.37452141077664786,0.4478392921946979
Corentin Tolisso,Tolisso,24,Centrocampista,Centrale,FC Bayern Monaco,Germania,Francia,1101251.0,346478.0,199995.0,135288.4,2510000,2830000,514918,25384,269,509,526,241,101,206,101,133,142,76,816,199,1390,1440,837,1190,674,192,1440,3,1,0,0,0,0,40,10,7,8,3,2,203,40,24,20,5,4,6.73,45000000,0.48335071176586136,0.45439469758224027,0.4291305648076304,0.45562532471857736,0.6104842780777094,0.6344038421038507,0.5082676737043107,0.34864427504595036,0.47011765254268223,0.5609385393570047,0.5221427101385846,0.26657873979580377,0.4742167729436622,0.47641161342970056
Julian Brandt,Julian Brandt,22,Attaccante,Ala sinistra,Bayer 04 Leverkusen,Germania,Germania,380602.0,55622.0,17803.0,43788.1,14600000,14100000,305841,7207,698,936,678,11,70,19,78,122,129,28,275,111,46,155,63,16,278,109,194,23,3,6,0,0,0,39,12,7,0,0,0,263,71,66,21,1,0,6.85,45000000,0.3563115041577978,0.28432252417388415,0.19639669482179736,0.27901024105115974,0.681804112194209,0.3418152343735151,0.2901377213778929,0.24684322897265767,0.45391433302982787,0.43109752144204916,0.4076020252316919,0.4392009766248485,0.39674185626380887,0.37441688249384436
Harry Maguire,Maguire,25,Difensore,Difensore centrale,Leicester City,Inghilterra,Inghilterra,476227.0,24860.0,218835.0,60385.4,23300000,31900000,1749119,14760,61,118,368,44,73,68,1307,2410,2030,247,497,382,63,125,126,51,2040,640,528,14,2,0,0,0,0,44,2,3,0,0,0,315,20,19,0,0,0,7.3,45000000,0.40059376872726443,0.2094486605657398,0.43779227021459727,0.34927823316920054,0.4833964699096857,0.36774095850185545,0.39030907752189287,0.39272394205535627,0.7600743765829491,0.6046379875766777,0.4998138020247362,0.5269613291373271,0.6560813743163117,0.4754327468281506
Memphis Depay,Depay,24,Attaccante,Punta centrale,Olympique Lione,Francia,Olanda,5490175.0,2914957.0,1301666.0,267743.4,6420000,5900000,749536,75788,124,312,140,167,137,285,427,2390,765,173,931,492,1270,1430,984,1390,1690,3060,2650,24,6,11,6,1,4,51,22,17,0,0,0,287,100,75,12,2,4,7.37,45000000,0.6058100077189444,0.6524103136672107,0.6093492901430929,0.6225232038430827,0.5145673483750027,0.6361175989343263,0.5136050665203623,0.41310367895002403,0.6825632156558523,0.7160753710848194,0.5793387132533979,0.3455509693035694,0.5300534754452236,0.5653823941634935
Benjamin Mendy,Benjamin Mendy,24,Difensore,Terzino sinistro,Manchester City,Inghilterra,Francia,2575142.0,171014.0,1085956.0,107213.2,6890000,8810000,613748,9427,87,71,69,27,39,55,748,540,321,27,536,235,772,995,20000,990,600,358,989,11,0,5,1,0,0,9,0,1,1,0,0,224,4,35,11,0,4,7.31,45000000,0.4740267412119616,0.3887480417265706,0.5919168722821422,0.48489721840689143,0.42466817406204876,0.7023635259329669,0.3412982594180696,0.29616690517053984,0.6230100355005749,0.5642921469959016,0.49196650784668355,0.3886485434944626,0.500328675119532,0.4814061746286155
Marcos Alonso,Marcos Alonso,27,Difensore,Terzino sinistro,Chelsea FC,Inghilterra,Spagna,1258524.0,439238.0,349789.0,77930.2,43000000,46200000,149486,22172,114,46,74,179,114,357,764,1640,429,2107,4770,865,127,249,140,128,1320,415,587,20,1,5,0,0,0,46,8,4,7,0,1,263,25,23,7,0,1,7.18,45000000,0.4599496042648142,0.4764502309094968,0.48291768025013004,0.4731058384748137,0.4242785172229862,0.4227278014953852,0.5172755382652183,0.5950362260601726,0.6716881575542576,0.5776841925000326,0.5347817388496754,0.566773788201088,0.2902782499512288,0.49864181697043725
Alex Sandro,Alex Sandro,27,Difensore,Terzino sinistro,Juventus FC,Italia,Brasile,1465140.0,,,90102.4,50300000,210000000,303784,30324,262,178,250,1311,5070,2360,391,385,408,234,1120,744,508,1140,649,2710,1490,511,1880,21,0,2,6,0,0,39,4,6,10,0,1,330,13,37,53,0,6,7.28,45000000,0.48148812285133763,0.4696820172452065,0.48912320642197094,0.4800977821728383,0.5483471109607136,0.5806044114880469,0.7923333925241155,0.4449661574475113,0.5951616554785529,0.6346351412178894,0.5993413115194716,0.729531386814698,0.3957382239010406,0.5601464387591893
Aaron Ramsey,Ramsey,27,Centrocampista,Centrale,FC Arsenal,Inghilterra,Galles,3113611.0,4623868.0,3084654.0,87672.3,21600000,107000000,589761,271352,316,444,211,132,5990,268,1891,14900,3240,284,1320,986,1320,3960,2800,8240,12000,6700,2230,21,2,6,0,0,0,32,11,12,0,0,0,386,64,66,43,8,4,6.71,45000000,0.5751492596157014,0.695306426033177,0.6923619813821783,0.6542725556770189,0.5817553490366744,0.7099967462842222,0.632614081074242,0.467820687824177,0.8524305409089327,0.8078160944755325,0.6754055832672967,0.6570513846102175,0.4943996185391806,0.6515183790712941
Ángel Di María,Di Maria,30,Attaccante,Ala destra,FC Paris Saint-Germain,Francia,Argentina,7987037.0,3395743.0,146886.0,145454.8,39100000,2600000000,798463,326890,491,929,515,540,1270,5890,571,743,2120,3465,3000,3990,2320,3750,2250,4840,4130,937,3610,24,7,8,6,2,1,45,21,12,5,1,1,534,118,184,72,18,20,7.38,45000000,0.6376510153762692,0.6666044541660381,0.39943557881145114,0.5678970161179194,0.6566519827790119,0.7213838329243049,0.7358402877025436,0.6407055800719572,0.6900227252717412,0.7182259374992693,0.693805057708138,1.0,0.5394577235190656,0.6732708289201502
Ivan Perisic,Perisic,29,Attaccante,Ala sinistra,FC Internazionale,Italia,Croazia,1419682.0,163277.0,4827.0,96473.7,5130000,7220000,900925,58181,669,1290,282,1504,758,2130,456,1570,271,223,1060,545,162,470,223,1110,1920,345,908,22,3,2,6,0,0,39,11,11,0,0,0,401,110,80,17,1,0,6.92,45000000,0.5032906348889838,0.38444358921131166,0.0708241120465987,0.31951944538229804,0.6608275633583175,0.470723941232762,0.7290563247937848,0.4314138500207055,0.6342612458399335,0.6015560518761479,0.5879731628536085,0.3672540145262839,0.5574132796987341,0.4919149643175966
Mesut Özil,Özil,30,Centrocampista,Trequartista,FC Arsenal,Inghilterra,Germania,18674282.0,31336930.0,23521024.0,411324.2,13800000,21000000,2135737,584594,2340,5040,17300,222,2700,2700,2540,14200,3510,2596,5550,1740,5820,9880,27900,5980,8900,1240,1980,15,4,2,0,0,0,35,5,14,0,0,0,557,102,212,69,11,26,6.92,45000000,0.7322106165335729,0.8732186648213336,0.8878158904565747,0.8310817239371605,0.9027636809154739,0.8734454756033999,0.6998560879526691,0.6305061637195032,0.8649177974429335,0.7325120767752589,0.7840002137348732,0.4820204191050525,0.6857808364397502,0.7604588827059566
Gerard Piqué,Piqué,31,Difensore,Difensore centrale,FC Barcellona,Spagna,Spagna,16874872.0,18842284.0,18934201.0,524972.1,13300000,63500000,2154373,819426,516,898,498,183,722,1170,722,798,1440,5711,67600,37100,2200,4050,4780,2580,8500,4260,4230,23,5,1,5,1,0,49,4,0,9,1,0,520,48,11,103,12,2,7.16,45000000,0.7495211992390014,0.8259232675883577,0.8669447434537024,0.8141297367603538,0.6565454897393148,0.7468869847551796,0.6196195061828688,0.858349801809684,0.6877937179064059,0.8041680410255075,0.7288939235698267,0.6009629112496346,0.6870729137242065,0.7367080524248967
Benjamin Pavard,Pavard,22,Difensore,Difensore centrale,VfB Stoccarda,Germania,Francia,1563446.0,74718.0,158564.0,193630.5,3990000,3930000,1147253,17728,279,525,837,40,3650,442,77,119,95,37,561,298,6580,6940,3720,4140,278,1190,3590,14,0,0,0,0,0,36,1,0,0,0,0,96,2,2,0,0,0,6.67,40000000,0.5009345155521491,0.3117631359532182,0.40679607670028406,0.40649790940188374,0.6290081663306265,0.7989862617869408,0.5808927856107869,0.3173589040863022,0.4417934169278295,0.6293062134085979,0.5662242913585139,0.3018753172839215,0.593359622171159,0.5010976741647105
Davinson Sánchez,Davinson Sanchez,22,Difensore,Difensore centrale,Tottenham Hotspur,Inghilterra,Colombia,499909.0,35243.0,122381.0,34491.0,1380000,36500000,137316,2947,49,9,21,20,26,9,226,429,228,38,2910,286,39,61,54,37,356,326,210,15,0,1,4,0,0,43,1,0,8,0,0,137,8,3,12,0,0,6.81,40000000,0.328474601775245,0.2418972924149337,0.38187487252385743,0.31741558890467875,0.2888110770252745,0.2956026437839328,0.25745645309558135,0.38649328657272913,0.5573305868148134,0.4819967790848007,0.37794847106285534,0.5414412606685912,0.277649197840369,0.3671843683272844
Lucas Torreira,Lucas Torreira,22,Centrocampista,Mediano,FC Arsenal,Inghilterra,Uruguay,854653.0,,178221.0,137804.3,5140000,3810000,895163,3912,31,20,10,62,144,219,287,358,2820,22,313,77,36,32,37,10,567,360,195,24,2,3,0,0,0,38,4,1,0,0,0,163,15,8,0,0,0,6.98,40000000,0.4175353720559622,0.4092487873766318,0.41804019759902855,0.41494145234387414,0.2703185755970467,0.25603985181832023,0.46522578056941516,0.23200111805492382,0.6489979672535808,0.49940746683532117,0.395331793354768,0.29854194483727026,0.5564590594717067,0.4065287383153825
Gianluigi Donnarumma,Donnarumma,19,Portiere,Portiere,AC Milan,Italia,Italia,1623181.0,654673.0,133368.0,63781.1,3280000,9380000,489432,58456,122,129,290,2089,1390,2930,288,206,161,166,1830,400,186,266,241,1500,2200,1180,1700,17,0,0,0,0,0,53,0,1,0,0,0,152,0,1,0,0,0,6.63,40000000,0.4902319545536932,0.5135557196164318,0.39014666599676073,0.4646447800556286,0.508828719943842,0.4568191682889426,0.7739850489788532,0.43374560411059,0.5294887580598564,0.6744902814859026,0.5628929301446645,0.39538750727836164,0.46666739229067766,0.5121224382367192
Rúben Neves,Neves,21,Centrocampista,Mediano,Wolverhampton Wanderers,Inghilterra,Portogallo,296225.0,216019.0,34507.0,24982.2,2820000,82800000,633831,26816,88,76,6,64,54,293,273,10700,361,211,484,263,54,77,77,7,402,257,167,17,2,1,0,0,0,42,6,1,0,0,0,152,12,5,16,0,2,6.95,40000000,0.3627828828496427,0.41046876189126796,0.26007049130293397,0.3444407120146149,0.3440489894374013,0.3278087806068412,0.44177673706422277,0.3743004780979326,0.6897638725221333,0.46903032486584734,0.4411215304323964,0.6294901866951782,0.5051171756020326,0.4376962437214031
Gonçalo Guedes,Guedes,22,Attaccante,Ala sinistra,Valencia CF,Spagna,Portogallo,409975.0,131770.0,20485.0,32234.3,7770000,33100000,381209,17236,63,61,39,91,124,60,94,563,104,390,4750,1210,198,447,181,1300,642,164,825,14,0,1,4,0,0,40,6,11,0,0,0,181,32,46,17,3,1,6.75,40000000,0.3723452688872535,0.3645108350430345,0.20989797792685772,0.3155846939523819,0.3858135834580681,0.4693536358768163,0.43535973433878555,0.5401278483566574,0.5052889208015615,0.5319596480507199,0.47798389514710143,0.5309307394327323,0.4295024174877271,0.43409914633274677
